,都道府県,都市,人口2015,人口2020,年少人口,生産年齢人口,老年人口,人口増加率,年少人口増加率,生産年齢人口増加率,老年人口増加率,出生数,死亡数,転入数,転出数,出生数増加率,死亡数増加率,転入数増加率,転出数増加率,産業別特化係数_設備工事業_付加価値額,産業別特化係数_設備工事業_従業者数,産業別特化係数_設備工事業_労働生産性,産業別特化係数_食料品製造業_付加価値額,産業別特化係数_食料品製造業_従業者数,産業別特化係数_食料品製造業_労働生産性,産業別特化係数_飲料・たばこ・飼料製造業_付加価値額,産業別特化係数_飲料・たばこ・飼料製造業_従業者数,産業別特化係数_飲料・たばこ・飼料製造業_労働生産性,産業別特化係数_繊維工業_付加価値額,産業別特化係数_繊維工業_従業者数,産業別特化係数_繊維工業_労働生産性,産業別特化係数_飲食店_付加価値額,産業別特化係数_飲食店_従業者数,産業別特化係数_飲食店_労働生産性,産業別特化係数_その他の教育，学習支援業_付加価値額,産業別特化係数_その他の教育，学習支援業_従業者数,産業別特化係数_その他の教育，学習支援業_労働生産性,産業別特化係数_医療業_付加価値額,産業別特化係数_医療業_従業者数,産業別特化係数_医療業_労働生産性,産業別特化係数_社会保険・社会福祉・介護事業_付加価値額,産業別特化係数_社会保険・社会福祉・介護事業_従業者数,産業別特化係数_社会保険・社会福祉・介護事業_労働生産性,産業別特化係数_郵便局_付加価値額,産業別特化係数_郵便局_従業者数,産業別特化係数_郵便局_労働生産性,産業別特化係数_自動車整備業_付加価値額,産業別特化係数_自動車整備業_従業者数,産業別特化係数_自動車整備業_労働生産性,企業数,事業所数,従業者数（事業所単位）,付加価値額（企業単位）,労働生産性（企業単位）,創業比率_2009～2012年,創業比率_2012～2014年,創業比率_2014～2016年,黒字赤字企業比率_黒字,黒字赤字企業比率_赤字,表彰・補助金採択_地域ごとの分布_表彰企業数,表彰・補助金採択_地域ごとの分布_補助金件数,表彰・補助金採択_地域ごとの分布_補助金金額,海外への企業進出動向_企業進出数,地元進学男性,地元進学女性,地元就職男性,地元就職女性,流出進学男性,流出進学女性,流出就職男性,流出就職女性,流入進学男性,流入進学女性,流入就職男性,流入就職女性,一人当たり賃金,有効求人倍率,有効求職者数（男性）,有効求職者数（女性）,有効求人数,就職件数,医療需給_推移_病院の推計入院患者数（傷病分類別）,医療需給_推移_推計外来患者数（傷病分類別）,医療需給_推移_病院数（診療科別）,医療需給_推移_一般診療所数（診療科別）,医療需給_推移_歯科診療所数,医療需給_推移_病床数（病床種類別）,医療需給_推移_医師数（主たる診療科別）,医療需給_推移_歯科医師数,医療需給_推移_薬剤師数,医療需給_推移_看護師・准看護師（病院・診療所別）,目的別歳出決算額構成割合_総務費,目的別歳出決算額構成割合_民生費,目的別歳出決算額構成割合_衛生費,目的別歳出決算額構成割合_農林水産業費,目的別歳出決算額構成割合_商工費,目的別歳出決算額構成割合_土木費,目的別歳出決算額構成割合_警察費・消防費,目的別歳出決算額構成割合_教育費,目的別歳出決算額構成割合_公債費,目的別歳出決算額構成割合_労務費,目的別歳出決算額構成割合_その他,一人当たり地方税,一人当たり市町村民税法人分,一人当たり固定資産税,産業別特化係数_総合工事業_付加価値額,産業別特化係数_総合工事業_従業者数,産業別特化係数_総合工事業_労働生産性,産業別特化係数_職別工事業(設備工事業を除く)_付加価値額,産業別特化係数_職別工事業(設備工事業を除く)_従業者数,産業別特化係数_職別工事業(設備工事業を除く)_労働生産性,産業別特化係数_運輸に附帯するサービス業_付加価値額,産業別特化係数_運輸に附帯するサービス業_従業者数,産業別特化係数_運輸に附帯するサービス業_労働生産性,産業別特化係数_織物・衣服・身の回り品小売業_付加価値額,産業別特化係数_織物・衣服・身の回り品小売業_従業者数,産業別特化係数_織物・衣服・身の回り品小売業_労働生産性,産業別特化係数_飲食料品小売業_付加価値額,産業別特化係数_飲食料品小売業_従業者数,産業別特化係数_飲食料品小売業_労働生産性,産業別特化係数_機械器具小売業_付加価値額,産業別特化係数_機械器具小売業_従業者数,産業別特化係数_機械器具小売業_労働生産性,産業別特化係数_その他の小売業_付加価値額,産業別特化係数_その他の小売業_従業者数,産業別特化係数_その他の小売業_労働生産性,産業別特化係数_洗濯・理容・美容・浴場業_付加価値額,産業別特化係数_洗濯・理容・美容・浴場業_従業者数,産業別特化係数_洗濯・理容・美容・浴場業_労働生産性,産業別特化係数_窯業・土石製品製造業_付加価値額,産業別特化係数_窯業・土石製品製造業_従業者数,産業別特化係数_窯業・土石製品製造業_労働生産性,産業別特化係数_道路貨物運送業_付加価値額,産業別特化係数_道路貨物運送業_従業者数,産業別特化係数_道路貨物運送業_労働生産性,産業別特化係数_飲食料品卸売業_付加価値額,産業別特化係数_飲食料品卸売業_従業者数,産業別特化係数_飲食料品卸売業_労働生産性,産業別特化係数_機械器具卸売業_付加価値額,産業別特化係数_機械器具卸売業_従業者数,産業別特化係数_機械器具卸売業_労働生産性,産業別特化係数_その他の卸売業_付加価値額,産業別特化係数_その他の卸売業_従業者数,産業別特化係数_その他の卸売業_労働生産性,産業別特化係数_不動産賃貸業・管理業_付加価値額,産業別特化係数_不動産賃貸業・管理業_従業者数,産業別特化係数_不動産賃貸業・管理業_労働生産性,産業別特化係数_技術サービス業（他に分類されないもの）_付加価値額,産業別特化係数_技術サービス業（他に分類されないもの）_従業者数,産業別特化係数_技術サービス業（他に分類されないもの）_労働生産性,産業別特化係数_宿泊業_付加価値額,産業別特化係数_宿泊業_従業者数,産業別特化係数_宿泊業_労働生産性,産業別特化係数_持ち帰り・配達飲食サービス業_付加価値額,産業別特化係数_持ち帰り・配達飲食サービス業_従業者数,産業別特化係数_持ち帰り・配達飲食サービス業_労働生産性,産業別特化係数_その他の生活関連サービス業_付加価値額,産業別特化係数_その他の生活関連サービス業_従業者数,産業別特化係数_その他の生活関連サービス業_労働生産性,産業別特化係数_娯楽業_付加価値額,産業別特化係数_娯楽業_従業者数,産業別特化係数_娯楽業_労働生産性,産業別特化係数_廃棄物処理業_付加価値額,産業別特化係数_廃棄物処理業_従業者数,産業別特化係数_廃棄物処理業_労働生産性,産業別特化係数_その他の事業サービス業_付加価値額,産業別特化係数_その他の事業サービス業_従業者数,産業別特化係数_その他の事業サービス業_労働生産性,産業別特化係数_宗教_付加価値額,産業別特化係数_宗教_従業者数,産業別特化係数_宗教_労働生産性,産業別特化係数_農業_付加価値額,産業別特化係数_農業_従業者数,産業別特化係数_農業_労働生産性,産業別特化係数_建築材料，鉱物・金属材料等卸売業_付加価値額,産業別特化係数_建築材料，鉱物・金属材料等卸売業_従業者数,産業別特化係数_建築材料，鉱物・金属材料等卸売業_労働生産性,産業別特化係数_専門サービス業（他に分類されないもの）_付加価値額,産業別特化係数_専門サービス業（他に分類されないもの）_従業者数,産業別特化係数_専門サービス業（他に分類されないもの）_労働生産性,産業別特化係数_機械等修理業（別掲を除く）_付加価値額,産業別特化係数_機械等修理業（別掲を除く）_従業者数,産業別特化係数_機械等修理業（別掲を除く）_労働生産性,産業別特化係数_物品賃貸業_付加価値額,産業別特化係数_物品賃貸業_従業者数,産業別特化係数_物品賃貸業_労働生産性,産業別特化係数_家具・装備品製造業_付加価値額,産業別特化係数_家具・装備品製造業_従業者数,産業別特化係数_家具・装備品製造業_労働生産性,産業別特化係数_パルプ・紙・紙加工品製造業_付加価値額,産業別特化係数_パルプ・紙・紙加工品製造業_従業者数,産業別特化係数_パルプ・紙・紙加工品製造業_労働生産性,産業別特化係数_印刷・同関連業_付加価値額,産業別特化係数_印刷・同関連業_従業者数,産業別特化係数_印刷・同関連業_労働生産性,産業別特化係数_化学工業_付加価値額,産業別特化係数_化学工業_従業者数,産業別特化係数_化学工業_労働生産性,産業別特化係数_鉄鋼業_付加価値額,産業別特化係数_鉄鋼業_従業者数,産業別特化係数_鉄鋼業_労働生産性,産業別特化係数_金属製品製造業_付加価値額,産業別特化係数_金属製品製造業_従業者数,産業別特化係数_金属製品製造業_労働生産性,産業別特化係数_業務用機械器具製造業_付加価値額,産業別特化係数_業務用機械器具製造業_従業者数,産業別特化係数_業務用機械器具製造業_労働生産性,産業別特化係数_輸送用機械器具製造業_付加価値額,産業別特化係数_輸送用機械器具製造業_従業者数,産業別特化係数_輸送用機械器具製造業_労働生産性,産業別特化係数_その他の製造業_付加価値額,産業別特化係数_その他の製造業_従業者数,産業別特化係数_その他の製造業_労働生産性,産業別特化係数_通信業_付加価値額,産業別特化係数_通信業_従業者数,産業別特化係数_通信業_労働生産性,産業別特化係数_放送業_付加価値額,産業別特化係数_放送業_従業者数,産業別特化係数_放送業_労働生産性,産業別特化係数_情報サービス業_付加価値額,産業別特化係数_情報サービス業_従業者数,産業別特化係数_情報サービス業_労働生産性,産業別特化係数_インターネット附随サービス業_付加価値額,産業別特化係数_インターネット附随サービス業_従業者数,産業別特化係数_インターネット附随サービス業_労働生産性,産業別特化係数_映像・音声・文字情報制作業_付加価値額,産業別特化係数_映像・音声・文字情報制作業_従業者数,産業別特化係数_映像・音声・文字情報制作業_労働生産性,産業別特化係数_道路旅客運送業_付加価値額,産業別特化係数_道路旅客運送業_従業者数,産業別特化係数_道路旅客運送業_労働生産性,産業別特化係数_水運業_付加価値額,産業別特化係数_水運業_従業者数,産業別特化係数_水運業_労働生産性,産業別特化係数_倉庫業_付加価値額,産業別特化係数_倉庫業_従業者数,産業別特化係数_倉庫業_労働生産性,産業別特化係数_繊維・衣服等卸売業_付加価値額,産業別特化係数_繊維・衣服等卸売業_従業者数,産業別特化係数_繊維・衣服等卸売業_労働生産性,産業別特化係数_無店舗小売業_付加価値額,産業別特化係数_無店舗小売業_従業者数,産業別特化係数_無店舗小売業_労働生産性,産業別特化係数_銀行業_付加価値額,産業別特化係数_銀行業_従業者数,産業別特化係数_銀行業_労働生産性,産業別特化係数_貸金業，クレジットカード業等非預金信用機関_付加価値額,産業別特化係数_貸金業，クレジットカード業等非預金信用機関_従業者数,産業別特化係数_貸金業，クレジットカード業等非預金信用機関_労働生産性,産業別特化係数_補助的金融業等_付加価値額,産業別特化係数_補助的金融業等_従業者数,産業別特化係数_補助的金融業等_労働生産性,産業別特化係数_保険業（保険媒介代理業，保険サービス業を含む）_付加価値額,産業別特化係数_保険業（保険媒介代理業，保険サービス業を含む）_従業者数,産業別特化係数_保険業（保険媒介代理業，保険サービス業を含む）_労働生産性,産業別特化係数_不動産取引業_付加価値額,産業別特化係数_不動産取引業_従業者数,産業別特化係数_不動産取引業_労働生産性,産業別特化係数_学術・開発研究機関_付加価値額,産業別特化係数_学術・開発研究機関_従業者数,産業別特化係数_学術・開発研究機関_労働生産性,産業別特化係数_広告業_付加価値額,産業別特化係数_広告業_従業者数,産業別特化係数_広告業_労働生産性,産業別特化係数_学校教育_付加価値額,産業別特化係数_学校教育_従業者数,産業別特化係数_学校教育_労働生産性,産業別特化係数_協同組合（他に分類されないもの）_付加価値額,産業別特化係数_協同組合（他に分類されないもの）_従業者数,産業別特化係数_協同組合（他に分類されないもの）_労働生産性,産業別特化係数_職業紹介・労働者派遣業_付加価値額,産業別特化係数_職業紹介・労働者派遣業_従業者数,産業別特化係数_職業紹介・労働者派遣業_労働生産性,産業別特化係数_政治・経済・文化団体_付加価値額,産業別特化係数_政治・経済・文化団体_従業者数,産業別特化係数_政治・経済・文化団体_労働生産性,創業比率_2001～2004年,創業比率_2004～2006年,創業比率_2006～2009年,産業別特化係数_プラスチック製品製造業（別掲を除く）_付加価値額,産業別特化係数_プラスチック製品製造業（別掲を除く）_従業者数,産業別特化係数_プラスチック製品製造業（別掲を除く）_労働生産性,産業別特化係数_水産養殖業_付加価値額,産業別特化係数_水産養殖業_従業者数,産業別特化係数_水産養殖業_労働生産性,産業別特化係数_鉱業，採石業，砂利採取業_付加価値額,産業別特化係数_鉱業，採石業，砂利採取業_従業者数,産業別特化係数_鉱業，採石業，砂利採取業_労働生産性,産業別特化係数_木材・木製品製造業（家具を除く）_付加価値額,産業別特化係数_木材・木製品製造業（家具を除く）_従業者数,産業別特化係数_木材・木製品製造業（家具を除く）_労働生産性,産業別特化係数_ゴム製品製造業_付加価値額,産業別特化係数_ゴム製品製造業_従業者数,産業別特化係数_ゴム製品製造業_労働生産性,産業別特化係数_電気機械器具製造業_付加価値額,産業別特化係数_電気機械器具製造業_従業者数,産業別特化係数_電気機械器具製造業_労働生産性,産業別特化係数_生産用機械器具製造業_付加価値額,産業別特化係数_生産用機械器具製造業_従業者数,産業別特化係数_生産用機械器具製造業_労働生産性
0,鹿児島県,龍郷町,5806,5817,918,2990,1906,0.19,-1.17,-3.35,7.14,50,84,404,328,0.8064516129032258,0.7924528301886793,0.9877750611246944,0.9761904761904762,0.6109,0.3188,0.8678,0.6777,0.9082,0.3661,60.8657,11.6805,2.3984,1.2078,3.0928,0.1974,1.0471,0.4297,1.0791,0.5971,0.372,0.7025,0.3453,0.1623,0.9632,24.3321,3.36,3.3615,0.328,0.584,0.2634,3.3805,2.5628,0.5886,234,313,1822,5010,3945,1.65,4.77,3.07,85.3,14.7,27,508,5421782368,16,1.6,2.5,9.8,18.6,2.9,2.1,1.6,2.3,1.2,0.6,0.3,1.9,377.03,1.33,167002,218726,403899,29005,26.5,99.4,0,8,2,0,2,2,1,24817,26.33,22.38,6.59,3.49,5.49,6.36,2.64,14.62,11.14,0.0,0.96,88,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,鹿児島県,喜界町,7212,6629,824,3118,2663,-8.07,-9.24,-14.57,0.6,39,109,278,293,0.6842105263157895,0.8934426229508197,0.9488054607508533,0.7792553191489362,1.0059,1.2481,0.2929,1.4515,2.288,0.2324,,,,,,,2.23,1.5234,0.5029,,,,0.646,0.2947,0.7965,4.0925,0.7035,2.1326,0.7911,1.5245,0.1954,6.2242,3.8465,0.5795,323,386,2105,3081,1993,1.92,3.62,4.02,81.0,19.0,27,508,5421782368,16,1.6,2.5,9.8,18.6,2.9,2.1,1.6,2.3,1.2,0.6,0.3,1.9,377.03,1.33,167002,218726,403899,29005,26.5,99.4,1,3,3,89,4,3,2,24817,22.96,17.18,16.66,11.99,0.77,8.58,2.14,8.59,9.52,0.0,1.61,77,4,32,4.4284,4.4143,0.3681,0.2051,0.3111,0.2347,5.1561,5.7525,0.3296,0.3673,0.5825,0.2251,5.8962,2.9516,0.7362,4.8948,3.7991,0.4675,3.1623,1.8277,0.6291,1.422,1.5623,0.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,鹿児島県,徳之島町,11160,10147,1533,5246,3368,-9.07,-13.48,-13.65,1.75,92,159,550,638,0.7863247863247863,0.9085714285714286,0.858034321372855,0.8586810228802153,1.0357,0.7821,0.7566,0.504,0.7534,0.3852,17.7712,6.7065,1.5388,,,,1.303,1.2974,0.5728,,,,1.169,0.783,0.8615,9.612,2.35,2.357,,,,1.652,2.104,0.5341,647,816,4614,11165,3157,1.71,3.2,3.5,86.4,13.6,27,508,5421782368,16,1.6,2.5,9.8,18.6,2.9,2.1,1.6,2.3,1.2,0.6,0.3,1.9,377.03,1.33,167002,218726,403899,29005,26.5,99.4,3,4,2,447,20,4,14,24817,28.48,19.24,7.32,9.3,3.84,8.91,3.35,10.64,7.78,0.09,1.05,93,4,42,2.4832,2.7357,0.54,0.8076,0.7327,0.6169,,,,0.5462,0.9602,0.3192,2.9131,1.7565,0.9461,1.9078,1.9676,0.553,2.2311,3.3199,0.3841,0.7039,0.9743,0.4212,1.0334,2.8869,0.2077,1.502,1.3264,0.6533,0.6429,1.5317,0.2556,0.1029,0.2015,0.2937,0.2744,0.3184,0.4883,0.182,1.3403,0.0841,1.0934,1.5193,0.4143,1.6584,1.4871,0.6731,1.5017,1.1083,0.773,1.1445,0.6971,0.92,0.3261,0.5027,0.3579,1.5844,1.7208,0.5292,0.1974,0.1415,0.7933,0.0,0.1777,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,鹿児島県,天城町,5975,5517,769,2701,2047,-7.66,-10.36,-13.47,2.61,35,111,236,278,0.7142857142857143,1.099009900990099,0.9182879377431906,0.9266666666666666,,,,1.2364,2.2329,0.1998,,,,,,,2.0584,1.1617,0.7412,,,,,,,,,,0.5368,1.5377,0.1295,1.3017,4.9049,0.1311,219,283,1535,2173,2056,0.36,2.6,3.81,79.8,20.2,27,508,5421782368,16,1.6,2.5,9.8,18.6,2.9,2.1,1.6,2.3,1.2,0.6,0.3,1.9,377.03,1.33,167002,218726,403899,29005,26.5,99.4,0,3,1,0,2,1,2,24817,29.47,16.2,7.3,10.7,3.47,9.78,3.27,7.58,10.55,0.0,1.68,75,3,35,4.6691,6.8055,0.248,,,,,,,0.0604,0.4067,0.0522,2.9959,1.6559,0.6427,3.0717,1.5701,0.6992,4.2801,1.9093,1.0119,1.0195,1.3182,0.2662,,,,0.6803,1.6539,0.2152,0.3902,1.2834,0.1081,,,,0.0,0.1922,0.0,,,,0.5865,0.6987,0.3028,3.109,4.1597,0.2595,,,,,,,2.6442,0.6847,1.3352,,,,,,,,,,13.4058,6.5207,0.7393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,鹿児島県,伊仙町,6362,6139,985,2831,2323,-3.5,2.07,-9.97,3.2,47,131,258,261,0.9591836734693877,0.903448275862069,0.8138801261829653,0.7653958944281525,,,,0.7225,2.1026,0.1722,,,,,,,0.4676,0.6591,0.3209,,,,0.2927,0.2253,0.6214,15.281,4.286,1.7207,0.7025,1.3407,0.2597,4.24,4.5729,0.4372,229,264,1322,2819,2610,1.65,4.05,7.32,87.2,12.8,27,508,5421782368,16,1.6,2.5,9.8,18.6,2.9,2.1,1.6,2.3,1.2,0.6,0.3,1.9,377.03,1.33,167002,218726,403899,29005,26.5,99.4,0,3,2,0,1,4,0,24817,25.72,21.2,8.44,11.82,1.2,5.52,3.02,9.83,12.06,0.0,1.19,50,2,17,7.9947,7.4802,0.5163,,,,,,,0.0603,0.3353,0.0846,2.2959,1.3251,0.8226,1.867,1.1158,0.7992,3.2933,1.1976,1.3164,,,,,,,,,,-0.7855,0.2784,-1.3402,,,,,,,0.069,0.1879,0.1717,,,,,,,,,,,,,,,,,,,,,,,,,21.7007,5.2261,1.9956,0.2537,0.4323,0.2827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,鹿児島県,和泊町,6783,6246,904,3075,2267,-7.91,-14.22,-14.64,6.63,52,131,349,383,0.6933333333333334,1.3645833333333333,0.8725,1.005249343832021,0.4014,0.5626,0.4049,3.39,2.3992,0.808,0.7825,2.8506,0.1583,,,,1.7351,1.1581,0.8183,0.475,0.6803,0.3829,1.4061,1.6912,0.4717,5.0442,1.5827,1.8244,,,,5.3057,4.4408,0.6681,359,450,2436,6523,3239,2.61,2.95,5.39,80.5,19.5,27,508,5421782368,16,1.6,2.5,9.8,18.6,2.9,2.1,1.6,2.3,1.2,0.6,0.3,1.9,377.03,1.33,167002,218726,403899,29005,26.5,99.4,0,4,2,0,3,2,6,24817,25.23,17.74,4.89,12.96,1.4,9.85,3.95,7.49,14.76,0.2,1.53,91,5,41,1.5095,2.0156,0.4352,1.1972,1.1475,0.5801,,,,0.2311,0.8592,0.1499,2.8221,1.7491,0.949,2.8674,1.9444,0.8355,1.6326,1.5454,0.6989,1.3296,1.4164,0.5209,3.2007,3.2128,0.5742,0.3472,0.7464,0.2666,1.4628,1.7124,0.4813,,,,,,,0.0052,0.6098,0.0047,0.0642,0.1845,0.1991,,,,,,,,,,,,,1.3639,1.3654,0.5703,,,,0.0,0.4029,0.0,,,,0.5492,1.2188,0.2574,0.0338,0.2272,0.0822,0.175,0.5642,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,鹿児島県,知名町,6213,5750,798,2745,2163,-7.44,-13.53,-17.28,9.74,23,93,298,308,0.3898305084745763,0.8454545454545455,0.9003021148036254,0.77,1.0345,1.3306,0.4024,0.0717,0.3112,0.1201,1.9682,3.1508,0.3286,,,,3.1574,1.3609,1.135,0.7302,0.6028,0.6059,1.07,0.686,0.807,11.2385,2.2368,2.6229,,,,2.7757,3.5869,0.3947,277,329,1772,3887,2850,2.73,2.25,3.15,86.2,13.8,27,508,5421782368,16,1.6,2.5,9.8,18.6,2.9,2.1,1.6,2.3,1.2,0.6,0.3,1.9,377.03,1.33,167002,218726,403899,29005,26.5,99.4,1,4,4,132,7,4,2,24817,22.7,18.43,5.02,12.53,2.58,8.07,2.91,11.85,14.22,0.0,1.69,89,4,39,4.112,3.8827,0.5534,2.8498,1.6557,0.8727,,,,0.9738,0.7232,0.6845,2.7047,1.4523,0.9565,2.5445,2.538,0.518,2.9407,2.5664,0.5933,1.7814,1.7268,0.603,,,,,,,3.9718,3.0028,0.8496,0.49,0.4033,0.6332,,,,,,,,,,6.7242,2.7911,1.2094,0.8856,0.8873,0.5158,,,,,,,,,,,,,,,,,,,0.4998,0.5087,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,鹿児島県,与論町,5186,5115,747,2576,1792,-1.36,-2.98,-7.83,10.55,33,76,242,232,0.825,0.9047619047619048,0.8673835125448028,0.8111888111888111,,,,0.1966,0.8086,0.0965,,,,0.1872,0.598,0.1224,2.2386,1.1589,0.7517,,,,0.3956,0.3069,0.5077,12.1184,1.6259,2.9621,,,,14.7375,6.0207,0.9504,269,327,1796,2505,2149,1.72,4.0,6.15,77.4,22.6,27,508,5421782368,16,1.6,2.5,9.8,18.6,2.9,2.1,1.6,2.3,1.2,0.6,0.3,1.9,377.03,1.33,167002,218726,403899,29005,26.5,99.4,1,3,2,81,3,2,3,24817,24.54,20.7,8.1,8.58,4.58,8.11,6.11,8.12,10.01,0.0,1.15,72,5,30,4.9737,5.0704,0.3902,,,,,,,0.1744,0.5436,0.1241,2.6452,2.2537,0.4589,1.6007,1.3439,0.4685,2.5228,2.12,0.4691,1.2656,1.0849,0.4418,,,,,,,6.2086,2.2571,1.0761,,,,,,,,,,,,,4.9389,6.3689,0.2964,0.2532,0.6987,0.1426,0.9779,2.3807,0.1587,0.4347,0.5943,0.2784,,,,,,,0.0,1.4565,0.0,,,,,,,,,,,,,-0.1932,1.2348,-0.0611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,沖縄県,那覇市,319435,317625,46166,189536,72287,-0.56,-7.31,-5.31,13.81,2807,2784,15626,16970,0.8409227082085081,1.0638135269392435,0.8885982371339209,0.993617893319281,1.7141,1.3745,0.8746,0.8428,0.7392,0.8176,0.1678,0.4402,0.2779,0.2138,0.2843,0.5527,1.5678,1.4028,0.9862,1.4994,1.5728,0.6617,1.2429,1.0306,0.8682,,,,,,,0.4808,0.5103,0.6543,12787,17339,156031,501243,4066,2.57,8.1,6.39,84.9,15.1,7,374,28534939618,2,1.8,2.1,7.2,8.5,1.3,1.4,0.2,1.2,0.6,0.3,0.1,0.1,353.03,1.0,155700,190180,222201,18913,15.6,64.5,17,274,180,3167,792,235,564,16085,27.67,42.58,5.06,0.11,1.35,6.17,1.63,8.87,6.15,0.02,0.39,156,13,73,0.9088,0.8299,0.8605,0.7083,0.5415,0.9276,2.0241,2.9852,0.4792,0.6794,0.9484,0.5272,1.3504,0.838,1.2198,0.653,0.4718,1.0176,1.101,1.0219,0.8297,1.053,1.0603,0.799,0.4538,0.6044,0.612,0.5255,0.4688,0.805,1.094,1.1733,0.6675,0.6707,0.8284,0.5731,0.644,0.8516,0.5854,1.9822,1.9641,0.7639,1.4086,1.4884,0.6869,4.5885,2.9926,1.0695,0.961,0.6799,1.0524,3.2097,3.0303,0.7571,1.0759,1.1883,0.6288,,,,1.3811,1.7679,0.5526,-1.7386,0.3378,-3.7149,0.0886,0.11,0.5966,1.0564,0.7545,1.0046,0.7346,1.6722,0.3067,0.391,0.2726,1.0101,1.5505,1.7375,0.6772,0.0543,0.1413,0.3337,0.0091,0.0205,0.311,0.508,0.5396,0.6788,0.0046,0.0348,0.1296,0.5154,0.3101,1.1741,0.0173,0.0351,0.4038,0.0215,0.0434,0.3478,0.0025,0.0076,0.2409,0.1913,0.2202,0.7017,2.0233,0.8096,1.7907,3.2887,2.71,0.8715,0.8583,1.0148,0.6097,0.7354,2.372,0.2419,2.5411,2.1498,0.8073,1.5048,1.6748,0.6671,520.7424,4.4955,81.2457,1.924,0.781,1.7397,0.226,0.3782,0.4417,0.5063,0.6862,0.5525,2.4413,4.2897,0.4108,0.3147,2.0882,0.1081,2.3531,2.5434,0.6645,2.4586,0.5398,3.3146,1.6039,1.3354,0.8894,0.3575,0.4765,0.5325,1.3513,4.5848,0.2075,0.5316,0.5232,0.7413,6.1368,5.4679,0.8043,0.5766,0.4495,0.9111,1.4302,1.7194,0.5906,6.24,15.27,4.36,,,,,,,,,,,,,,,,,,,,,
