,都道府県,都市,人口2015,人口2020,年少人口,生産年齢人口,老年人口,人口増加率,年少人口増加率,生産年齢人口増加率,老年人口増加率,出生数,死亡数,転入数,転出数,出生数増加率,死亡数増加率,転入数増加率,転出数増加率,地元進学男性,地元進学女性,地元就職男性,地元就職女性,流出進学男性,流出進学女性,流出就職男性,流出就職女性,流入進学男性,流入進学女性,流入就職男性,流入就職女性,有効求職者数（男性）,有効求職者数（女性）,有効求人数,就職件数
231,岩手県,奥州市,119422,112937,12501,59785,39997,-5.42,-13.18,-9.84,3.82,629,1730,2349,2698,0.7322467986030268,1.0510328068043742,0.9266272189349113,0.9371309482459187,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
232,岩手県,滝沢市,55463,55579,7614,33476,14164,0.21,-4.46,-5.19,19.45,407,481,2619,2374,0.8568421052631578,1.0784753363228698,1.0471811275489804,0.9309803921568628,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
233,岩手県,雫石町,16981,15731,1584,8066,6078,-7.35,-12.72,-14.79,6.8,65,273,321,382,0.6914893617021277,1.2026431718061674,0.8447368421052631,0.8232758620689655,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
234,岩手県,葛巻町,6344,5634,418,2498,2716,-11.18,-17.87,-20.33,0.7,22,122,102,146,0.7586206896551724,0.8652482269503546,0.7786259541984732,0.7724867724867724,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
235,岩手県,岩手町,13692,12285,1081,6296,4896,-10.27,-22.16,-15.66,1.32,65,247,294,418,0.9420289855072463,0.96484375,0.8376068376068376,0.8618556701030928,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
236,岩手県,紫波町,32614,32147,3948,18073,10088,-1.42,-4.65,-4.19,10.14,181,412,1199,910,0.8457943925233645,1.1256830601092895,1.1618217054263567,0.922920892494929,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
237,岩手県,矢巾町,27678,28056,3469,16894,7370,1.37,-4.16,-3.19,12.92,176,235,933,1136,0.7652173913043478,0.9073359073359073,0.7458033573141487,1.082936129647283,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
238,岩手県,西和賀町,5880,5134,360,2155,2619,-12.68,-21.56,-19.01,-5.1,13,125,80,140,0.4642857142857143,1.1261261261261262,0.7619047619047619,0.7865168539325843,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
239,岩手県,金ケ崎町,15895,15535,1832,8824,4765,-2.25,-9.74,-5.74,5.89,105,197,578,539,0.9051724137931034,1.0051020408163265,0.9697986577181208,0.8541996830427893,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
240,岩手県,平泉町,7868,7252,791,3602,2859,-7.82,-11.91,-14.67,4.12,30,121,121,188,0.5555555555555556,0.9029850746268657,0.5654205607476636,0.7704918032786885,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
241,岩手県,住田町,5720,5045,376,2382,2287,-11.79,-21.98,-17.02,-3.29,17,104,103,174,0.7391304347826086,0.9122807017543859,0.6242424242424243,0.7665198237885462,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
242,岩手県,大槌町,11759,11004,1129,5641,4199,-6.41,-5.35,-13.93,4.74,54,213,242,347,0.7105263157894737,1.2241379310344827,0.6419098143236074,0.7797752808988764,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
243,岩手県,山田町,15826,14320,1374,7192,5745,-9.51,-16.97,-16.05,2.53,72,234,331,426,0.9,0.924901185770751,0.8092909535452323,0.7745454545454545,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
244,岩手県,岩泉町,9841,8726,738,4103,3863,-11.32,-21.98,-16.1,-3.51,34,201,195,312,0.6296296296296297,1.0307692307692307,0.7738095238095238,1.0263157894736843,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
245,岩手県,田野畑村,3466,3059,317,1446,1296,-11.73,-17.65,-19.16,0.31,11,70,60,122,0.6875,1.0294117647058822,0.6896551724137931,1.4186046511627908,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
246,岩手県,普代村,2795,2487,219,1200,1067,-11.01,-20.35,-18.8,2.4,11,51,60,82,1.2222222222222223,1.2142857142857142,1.0714285714285714,1.1081081081081081,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
247,岩手県,軽米町,9333,8421,765,4134,3521,-9.76,-17.82,-17.38,3.62,30,146,129,214,0.8333333333333334,0.9240506329113924,0.7206703910614525,0.856,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
248,岩手県,野田村,4149,3936,429,1989,1513,-5.12,-1.14,-12.02,4.2,19,60,98,106,0.76,1.1320754716981132,0.8672566371681416,0.7310344827586207,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
249,岩手県,九戸村,5865,5378,511,2489,2378,-8.29,-18.23,-15.96,4.39,11,89,107,118,0.2972972972972973,0.8317757009345794,1.0388349514563107,0.921875,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
250,岩手県,洋野町,16693,15091,1365,7448,6274,-9.59,-23.35,-16.8,5.29,53,286,250,425,0.5888888888888889,1.1215686274509804,0.6561679790026247,0.8534136546184738,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
251,岩手県,一戸町,12919,11494,987,5612,4881,-11.02,-18.49,-18.41,1.08,43,244,189,298,0.86,0.976,0.5815384615384616,0.7198067632850241,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114774,133012,242227,21259
252,宮城県,仙台市,1082159,1096704,128665,673081,257223,1.34,-0.49,-0.26,9.76,7920,9208,66144,62881,0.8564939980534227,1.0769590643274853,0.9274777048628638,0.9175555587982082,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
253,宮城県,石巻市,147214,140151,14579,76979,46507,-4.79,-13.78,-9.45,5.11,743,1971,3293,3824,0.7151106833493744,1.095608671484158,0.7950265572187349,0.8796871405567058,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
254,宮城県,塩竈市,54187,52203,5407,28777,17682,-3.65,-6.36,-7.96,4.8,244,712,1801,1756,0.7601246105919003,0.9916434540389972,0.9508975712777191,0.9070247933884298,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
255,宮城県,気仙沼市,64988,61147,5427,31637,23437,-5.9,-17.5,-10.28,3.21,248,977,1268,1722,0.7607361963190185,1.0843507214206438,0.8050793650793651,0.8867147270854789,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
256,宮城県,白石市,35272,32758,3303,17574,11648,-7.12,-14.69,-12.15,4.0,121,470,755,1032,0.5761904761904761,0.9812108559498957,0.8738425925925926,0.9197860962566845,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
257,宮城県,名取市,76668,78718,11872,47869,17878,2.67,-0.78,-1.07,12.48,599,674,3812,3285,0.8194254445964432,1.1140495867768596,0.8403880070546738,0.9082112247719104,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
258,宮城県,角田市,30180,27976,2910,14931,10015,-7.29,-17.23,-12.67,5.61,129,464,838,1032,0.8431372549019608,1.107398568019093,0.9069264069264069,1.0509164969450102,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
259,宮城県,多賀城市,62096,62827,8186,37896,15490,1.18,-6.64,-4.38,13.14,473,512,3984,4049,0.766612641815235,0.9980506822612085,0.995004995004995,0.9863580998781973,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
260,宮城県,岩沼市,44678,44068,5840,26065,11755,-1.36,-9.38,-5.52,12.92,327,449,1980,1938,0.9969512195121951,1.2647887323943663,0.8361486486486487,0.9211026615969582,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
261,宮城県,登米市,81959,76037,8332,40399,26956,-7.22,-14.32,-13.42,6.48,390,1162,1290,1727,0.752895752895753,1.0301418439716312,0.7333712336554861,0.8310875842155919,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
262,宮城県,栗原市,69906,64637,6262,31948,26204,-7.53,-13.68,-13.38,4.55,268,1210,1210,1591,0.6733668341708543,1.0368466152527849,0.8131720430107527,0.9414201183431953,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
263,宮城県,東松島市,39503,39098,4820,22690,11587,-1.02,-10.17,-4.17,12.19,245,462,1341,1306,0.7753164556962026,1.1079136690647482,0.7892878163625662,0.8677740863787375,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
264,宮城県,大崎市,133391,127330,15025,72656,38738,-4.53,-12.23,-8.98,7.86,745,1663,3808,4115,0.7008466603951082,1.0380774032459426,0.9435084241823588,0.9612240130810559,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
265,宮城県,富谷市,51591,51651,8491,31812,11144,0.12,-11.77,-2.85,22.62,288,303,1752,1880,0.6560364464692483,0.9934426229508196,0.7711267605633803,0.9690721649484536,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
266,宮城県,蔵王町,12316,11418,1169,5864,4367,-7.28,-16.49,-14.01,6.69,58,190,357,366,0.6590909090909091,0.9844559585492227,0.9083969465648855,0.8318181818181818,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
267,宮城県,七ヶ宿町,1461,1262,90,589,583,-13.61,-9.99,-14.25,-13.49,4,42,50,63,2.0,1.1666666666666667,0.9433962264150944,1.0862068965517242,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
268,宮城県,大河原町,23798,23571,3029,13789,6520,-0.94,-7.75,-4.36,9.23,153,253,984,1028,0.6954545454545454,1.0765957446808512,0.9666011787819253,0.9589552238805971,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
269,宮城県,村田町,11501,10666,1080,5749,3784,-7.25,-14.28,-14.04,7.29,40,158,240,316,0.5797101449275363,1.0972222222222223,0.7228915662650602,0.8337730870712401,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
270,宮城県,柴田町,39525,38271,4368,22274,11032,-3.16,-9.05,-8.74,8.15,214,423,1814,1597,0.7133333333333334,1.0681818181818181,1.0342075256556442,0.9551435406698564,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
271,宮城県,川崎町,9167,8345,731,4381,3210,-8.96,-18.59,-15.5,4.12,37,120,239,251,1.0,0.8391608391608392,1.1658536585365853,0.8508474576271187,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
272,宮城県,丸森町,13972,12262,1061,5889,5293,-12.23,-22.2,-20.06,1.24,42,226,215,415,0.5915492957746479,0.8339483394833949,0.7651245551601423,0.956221198156682,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
273,宮城県,亘理町,33589,33087,3790,18734,10389,-1.48,-10.26,-5.88,10.98,184,368,1086,1037,0.8598130841121495,0.9735449735449735,0.8850855745721271,0.9461678832116789,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
274,宮城県,山元町,12315,12046,1074,6013,4943,-2.17,-5.86,-9.61,9.63,50,184,353,363,0.8928571428571429,1.0823529411764705,0.7932584269662921,0.6810506566604128,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
275,宮城県,松島町,14421,13323,1221,6881,5215,-7.6,-11.19,-13.51,2.6,60,220,373,434,0.8955223880597015,1.1224489795918366,0.7445109780439122,0.9353448275862069,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
276,宮城県,七ヶ浜町,18652,18132,1948,10511,5644,-2.78,-13.91,-7.95,13.58,80,220,544,674,0.851063829787234,1.1458333333333333,0.8717948717948718,0.9711815561959655,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
277,宮城県,利府町,35835,35182,5045,21264,8649,-1.81,-8.73,-6.48,19.17,230,260,1399,1441,0.7986111111111112,1.0358565737051793,0.9014175257731959,0.9195915762603701,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
278,宮城県,大和町,28244,28786,4115,17601,6502,1.92,-3.71,0.0,9.24,235,262,1369,1611,0.7275541795665634,0.9961977186311787,0.7289669861554846,1.1673913043478261,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
279,宮城県,大郷町,8370,7813,863,3926,3017,-6.64,-10.28,-15.92,10.19,37,131,257,215,0.6166666666666667,1.048,1.4519774011299436,0.8921161825726142,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
280,宮城県,大衡村,5703,5849,871,3263,1709,2.56,7.93,1.18,14.78,40,97,160,218,0.8888888888888888,1.7636363636363637,0.6060606060606061,1.1912568306010929,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
281,宮城県,色麻町,7238,6698,783,3560,2343,-7.45,-15.52,-13.83,7.53,35,98,133,203,0.603448275862069,0.8596491228070176,0.5384615384615384,0.9144144144144144,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
282,宮城県,加美町,23743,21943,2327,11468,8137,-7.57,-13.68,-13.11,3.83,92,371,482,616,0.6133333333333333,1.033426183844011,0.9757085020242915,0.822429906542056,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
283,宮城県,涌谷町,16701,15388,1471,8091,5796,-7.85,-18.9,-15.05,8.17,62,258,311,484,0.5904761904761905,1.1072961373390557,0.6334012219959266,0.8979591836734694,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
284,宮城県,美里町,24852,23994,2628,12743,8547,-3.44,-6.8,-9.88,8.33,98,346,664,610,0.6447368421052632,0.947945205479452,0.7980769230769231,0.8579465541490858,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
285,宮城県,女川町,6334,6430,521,3554,2333,1.52,-5.95,-2.7,9.74,34,95,210,328,0.7391304347826086,0.9405940594059405,0.9417040358744395,0.7922705314009661,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
286,宮城県,南三陸町,12370,12225,1124,6387,4707,-1.16,-11.83,-8.16,13.75,60,193,234,347,0.75,1.122093023255814,0.7572815533980582,0.6241007194244604,3.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,191347,224917,463063,24700
287,秋田県,秋田市,315814,307672,32809,172755,95949,-2.57,-6.02,-7.21,8.16,1762,3847,8493,8515,0.8180129990714949,1.0876448968052022,0.8864419162926626,0.8587997982854261,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
288,秋田県,能代市,54730,49968,4231,24953,20765,-8.69,-16.34,-11.45,2.55,219,821,1021,1287,0.8455598455598455,0.9235095613048369,0.8240516545601292,0.9232424677187948,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
289,秋田県,横手市,92197,85555,8532,43422,33401,-7.19,-12.97,-12.74,3.35,401,1411,1570,1931,0.7580340264650284,0.9929627023223082,0.9106728538283063,0.8694281855020262,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
290,秋田県,大館市,74175,69237,6479,35272,26998,-6.65,-15.26,-11.27,1.69,319,1210,1395,1614,0.7453271028037384,1.043103448275862,0.8616429894996912,0.864951768488746,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
291,秋田県,男鹿市,28375,25154,1723,11474,11809,-11.34,-21.88,-20.82,1.24,68,556,441,592,0.6296296296296297,1.2811059907834101,0.8227611940298507,0.7658473479948253,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
292,秋田県,湯沢市,46613,42091,3613,21485,16926,-9.69,-19.83,-15.41,1.66,160,841,735,1017,0.8080808080808081,1.0964797913950457,0.875,0.8677474402730375,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
293,秋田県,鹿角市,32038,29088,2877,14259,11843,-9.2,-16.33,-14.87,0.42,123,542,480,659,0.75,1.0383141762452108,0.7667731629392971,0.8085889570552147,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
294,秋田県,由利本荘市,79927,74707,7467,38918,27783,-6.52,-12.67,-12.64,5.13,361,1214,1306,1619,0.8130630630630631,1.0946798917944094,0.926241134751773,0.8480880041906758,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
295,秋田県,潟上市,33083,31720,3272,17095,11218,-4.11,-12.03,-10.0,8.49,158,470,798,793,0.8229166666666666,1.1217183770883055,0.8201438848920863,0.8638344226579521,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
296,秋田県,大仙市,82783,77657,7611,39751,29871,-6.18,-12.76,-12.36,4.23,357,1376,1428,1629,0.6865384615384615,0.9842632331902719,0.8380281690140845,0.7915451895043731,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
297,秋田県,北秋田市,33224,30198,2437,14260,13438,-9.1,-16.87,-14.72,-0.13,88,570,525,644,0.5945945945945946,0.9484193011647255,0.8943781942078365,0.8070175438596491,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
298,秋田県,にかほ市,25324,23435,2244,12041,9140,-7.45,-19.99,-12.67,4.99,82,372,384,538,0.5899280575539568,1.021978021978022,0.8347826086956521,0.7935103244837758,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
299,秋田県,仙北市,27523,24610,2135,11845,10533,-10.57,-22.07,-16.5,-0.27,93,495,410,551,0.6326530612244898,1.0399159663865547,0.8668076109936576,0.8399390243902439,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
300,秋田県,小坂町,5339,4780,354,2281,2145,-10.46,-25.78,-13.29,-3.59,16,115,93,110,1.1428571428571428,0.9274193548387096,0.8230088495575221,0.632183908045977,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
301,秋田県,上小阿仁村,2381,2063,117,839,1107,-13.35,-17.01,-22.38,-4.48,4,54,42,55,1.3333333333333333,0.8571428571428571,0.9130434782608695,1.0377358490566038,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
302,秋田県,藤里町,3359,2896,200,1283,1413,-13.77,-25.64,-21.04,-3.54,4,78,48,73,0.3076923076923077,0.9176470588235294,0.7272727272727273,0.8588235294117647,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
303,秋田県,三種町,17078,15254,1167,7151,6935,-10.67,-19.67,-19.25,2.5,50,319,227,354,0.6944444444444444,1.0031446540880504,0.7346278317152104,0.8309859154929577,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
304,秋田県,八峰町,7309,6577,442,3098,3036,-10.01,-25.07,-15.64,-0.32,22,130,90,163,0.9565217391304348,0.9219858156028369,0.7964601769911505,0.7688679245283019,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
305,秋田県,五城目町,9463,8538,596,3896,4038,-9.76,-21.15,-18.0,2.15,30,179,129,210,0.7142857142857143,0.9572192513368984,0.6262135922330098,0.7608695652173914,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
306,秋田県,八郎潟町,6080,5583,423,2678,2477,-8.16,-25.26,-16.87,9.31,24,100,93,157,0.8571428571428571,1.25,0.6788321167883211,0.7235023041474654,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
307,秋田県,井川町,4986,4566,332,2231,1977,-8.41,-27.97,-15.77,5.44,9,67,88,108,0.5,0.8933333333333333,0.8461538461538461,0.7105263157894737,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
308,秋田県,大潟村,3110,3011,350,1686,954,-3.17,-18.4,-1.91,-0.72,16,34,152,155,0.8,1.1724137931034482,1.2459016393442623,1.0264900662251655,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
309,秋田県,美郷町,20279,18613,1770,9474,7367,-8.21,-15.46,-14.05,2.88,71,314,293,393,0.568,1.0031948881789137,0.7436548223350253,0.7875751503006012,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
310,秋田県,羽後町,15319,13825,1286,7085,5437,-9.74,-13.62,-15.96,0.98,60,270,202,305,0.8333333333333334,0.8823529411764706,0.8487394957983193,0.8133333333333334,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
311,秋田県,東成瀬村,2610,2704,206,1455,1008,3.6,-22.25,4.45,5.88,10,49,126,78,0.6666666666666666,1.2894736842105263,2.9302325581395348,1.1142857142857143,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91559,101152,233827,17158
312,山形県,山形市,253832,247590,29120,140796,72341,-2.45,-8.62,-6.91,5.23,1656,2918,7536,7598,0.8093841642228738,1.0676911818514454,0.8904643743353421,0.8824622531939605,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,97304,115621,222043,17401
313,山形県,米沢市,85953,81252,8881,46225,25259,-5.46,-15.9,-8.7,3.85,434,1079,2169,2443,0.8097014925373134,0.9944700460829493,0.938961038961039,0.8635560268646165,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,97304,115621,222043,17401
314,山形県,鶴岡市,129652,122347,13441,65098,43003,-5.62,-12.41,-10.11,4.12,691,1777,2363,2758,0.7772778402699663,0.9731653888280394,0.867474302496329,0.882842509603073,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,97304,115621,222043,17401
315,山形県,酒田市,106244,100273,10305,53031,36091,-5.61,-15.3,-10.36,4.56,522,1533,2183,2397,0.7587209302325582,1.0112137203166227,0.9846639603067208,0.8700544464609801,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,97304,115621,222043,17401
316,山形県,新庄市,36894,34432,3863,18944,11370,-6.66,-17.08,-10.36,3.05,191,513,1035,1275,0.720754716981132,1.049079754601227,0.8976582827406765,0.8985200845665962,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,97304,115621,222043,17401
317,山形県,寒河江市,41256,40189,5040,22051,12859,-2.58,-6.81,-6.43,5.18,271,550,1125,1076,0.8262195121951219,1.120162932790224,1.0311640696608615,0.8855967078189301,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,97304,115621,222043,17401
318,山形県,上山市,31569,29110,2712,14828,11386,-7.78,-15.87,-13.59,2.41,129,463,655,764,0.832258064516129,1.0843091334894615,0.9805389221556886,0.9009433962264151,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,97304,115621,222043,17401
319,山形県,村山市,24684,22516,2193,11389,8903,-8.77,-18.01,-14.83,3.19,104,398,419,596,0.7878787878787878,0.995,0.9128540305010894,0.8232044198895028,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,97304,115621,222043,17401
320,山形県,長井市,27757,26543,2897,13989,9449,-4.36,-12.49,-8.47,3.62,155,444,742,778,0.842391304347826,1.069879518072289,1.1575663026521061,1.0599455040871935,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,97304,115621,222043,17401
321,山形県,天童市,62194,62140,8060,35110,18761,-0.08,-1.64,-4.07,9.42,466,736,1993,1781,0.9137254901960784,1.0469416785206258,0.9522216913521261,0.9256756756756757,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,97304,115621,222043,17401
322,山形県,東根市,47768,47682,6548,27344,13441,-0.17,-3.82,-3.95,7.68,411,555,2086,2072,0.8857758620689655,1.083984375,1.007729468599034,1.0631092868137506,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,97304,115621,222043,17401
